Trans_Date,Category,Sub_Category,Trans_Description,Trans_Amount,Year,Month_Number,Day_Number
2016-09-09,Gifts:June,June,June,-80.25,2016,9,9
2016-09-09,Food:Take Away,Take Away,Take Away,-15.3,2016,9,9
2016-09-11,Investment,ADVFN,ADVFN,-8.06,2016,9,11
2016-09-13,Mobile:Mobile Phone Bills,Vodafone,Vodafone,-26.5,2016,9,13
2016-09-18,Insurance,Credit Expert,Credit Expert,-14.99,2016,9,18
2016-09-19,Insurance:Life Insurance,L&G,L&G,-16.84,2016,9,19
2016-09-20,Income,Salary,Salary,3185.3,2016,9,20
2016-09-23,Vacation,Holiday Spending,Holiday Spending,-20.0,2016,9,23
2016-09-23,Vacation:Holiday Spending,Holiday,Holiday,-2.96,2016,9,23
2016-09-23,Vacation,Holiday Spending,Holiday Spending,-148.24,2016,9,23
2016-09-24,Sports & Recreation:Football,Football,Football,-13.0,2016,9,24
2016-09-24,Gifts:Liam,Go Henry,Go Henry,-20.5,2016,9,24
2016-09-25,Sports & Recreation:Ice Hockey,Ice Hockey,Ice Hockey,-8.5,2016,9,25
2016-09-26,Food:Take Away,KFC,KFC,-15.9,2016,9,26
2016-09-26,Food:Lunch,Lunch At Work,Lunch At Work,-8.5,2016,9,26
2016-09-26,Sports & Recreation:Ice Hockey,Ice Hockey,Ice Hockey,-38.0,2016,9,26
2016-09-26,Travel:Bus,Bus,Bus,-3.2,2016,9,26
2016-09-26,Food:Take Away,7 Spices,7 Spices,-17.5,2016,9,26
2016-09-27,Vacation,Holiday Spending,Holiday Spending,-35.0,2016,9,27
2016-09-27,Food:Lunch,Lunch,Lunch,-1.35,2016,9,27
2016-09-27,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,9,27
2016-09-27,Shopping,Shopping Asda,Shopping Asda,-4.0,2016,9,27
2016-09-27,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,9,27
2016-09-27,Self,Train,Train,-4.3,2016,9,27
2016-09-28,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,150.0,2016,9,28
2016-09-28,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,3000.0,2016,9,28
2016-09-28,Travel:Bus,Bus,Bus,-3.2,2016,9,28
2016-09-28,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-3000.0,2016,9,28
2016-09-28,Mobile:Mobile Phone Bills,EE,EE,-83.95,2016,9,28
2016-09-28,Food:Lunch,Lunch At Work,Lunch At Work,-5.15,2016,9,28
2016-09-28,Income,Salary,Salary,9.79,2016,9,28
2016-09-28,Travel:Fuel,Sainsburys Petrol,Sainsburys Petrol,-46.03,2016,9,28
2016-09-28,Transfer (Outward),Transfer to Smile Current Account,Transfer to Smile Current Account,-150.0,2016,9,28
2016-09-29,Travel:Bus,Bus,Bus,-1.6,2016,9,29
2016-09-29,Shopping,Shopping,Shopping,-5.25,2016,9,29
2016-09-29,Food:Lunch,Lunch At Work,Lunch At Work,-5.05,2016,9,29
2016-09-30,Sports & Recreation:Gym,Gym,Gym,-78.97,2016,9,30
2016-09-30,Gifts:Liam,Spotify,Spotify,-9.99,2016,9,30
2016-09-30,Bank:Bank Charges,Bank Interest,Bank Interest,1.95,2016,9,30
2016-09-30,Bank:Bank Charges,Nationwide Subscription,Nationwide Subscription,-10.0,2016,9,30
2016-10-01,Household:TV,TV Licence,TV Licence,-12.18,2016,10,1
2016-10-01,Sports & Recreation:Football,Football,Football,-23.4,2016,10,1
2016-10-01,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,10,1
2016-10-01,Household:Maintenance,Scottish Gas,Scottish Gas,-18.54,2016,10,1
2016-10-01,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,10,1
2016-10-01,Food:Take Away,Chinese,Chinese,-17.3,2016,10,1
2016-10-02,Gifts:Liam,Swimming,Swimming,-3.9,2016,10,2
2016-10-03,Household:Mortgage,Mortgage Express,Mortgage Express,-799.13,2016,10,3
2016-10-03,Food:Lunch,Lunch At Work,Lunch At Work,-1.35,2016,10,3
2016-10-03,Food:Take Away,KFC,KFC,-13.55,2016,10,3
2016-10-03,Travel:Bus,Bus,Bus,-1.6,2016,10,3
2016-10-03,Gifts:Liam,Go Henry,Go Henry,-60.0,2016,10,3
2016-10-03,Car:Car Loan,RCI,RCI,-285.55,2016,10,3
2016-10-04,Gifts:Liam,Liam,Liam,-20.0,2016,10,4
2016-10-04,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-46.56,2016,10,4
2016-10-04,Household:Phone &  Broadband,BT,BT,-95.33,2016,10,4
2016-10-05,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,9.99,2016,10,5
2016-10-05,Shopping,Shopping Asda,Shopping Asda,-5.0,2016,10,5
2016-10-05,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-9.99,2016,10,5
2016-10-05,Travel:Bus,Bus,Bus,-1.6,2016,10,5
2016-10-05,Household:Gas & Electricity,Extra Energy,Extra Energy,-68.0,2016,10,5
2016-10-05,Food:Lunch,Lunch At Work,Lunch At Work,-5.4,2016,10,5
2016-10-05,Household:Mortgage,Mortgage Express,Mortgage Express,-200.0,2016,10,5
2016-10-06,Shopping,Shopping Asda,Shopping Asda,-1.03,2016,10,6
2016-10-06,Sports & Recreation:Ice Hockey,Ice Hockey,Ice Hockey,-38.0,2016,10,6
2016-10-06,Food:Lunch,Lunch At Work,Lunch At Work,-4.29,2016,10,6
2016-10-06,Travel:Bus,Bus,Bus,-1.6,2016,10,6
2016-10-07,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,25.0,2016,10,7
2016-10-07,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-5.0,2016,10,7
2016-10-07,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,5.0,2016,10,7
2016-10-07,Transfer (Outward),Transfer to Nationwide Credit Card,Transfer to Nationwide Credit Card,-25.0,2016,10,7
2016-10-07,Household:Council Tax,South Lanarkshire Council,South Lanarkshire Council,-220.0,2016,10,7
2016-10-08,Food:Take Away,Take Away,Take Away,-9.0,2016,10,8
2016-10-09,Shopping,Shopping Sainsburys,Shopping Sainsburys,-8.9,2016,10,9
2016-10-10,Travel:Fuel,Petrol,Petrol,-44.32,2016,10,10
2016-10-10,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,10,10
2016-10-10,Shopping,Shopping,Shopping,-9.75,2016,10,10
2016-10-10,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,10,10
2016-10-11,Investment,ADVFN,ADVFN,-8.06,2016,10,11
2016-10-12,Food:Lunch,Lunch At Work,Lunch At Work,-4.9,2016,10,12
2016-10-12,Sports & Recreation:Ice Hockey,Ice Hockey,Ice Hockey,-37.4,2016,10,12
2016-10-12,Bank:Bank Charges,Bank Interest,Bank Interest,-0.37,2016,10,12
2016-10-12,Travel:Bus,Bus,Bus,-3.2,2016,10,12
2016-10-12,Others,Dental Care,Dental Care,-10.88,2016,10,12
2016-10-12,Shopping,Shopping,Shopping,-9.1,2016,10,12
2016-10-13,Mobile,Google Play,Google Play,-0.89,2016,10,13
2016-10-13,Shopping,Shopping,Shopping,-8.96,2016,10,13
2016-10-13,Mobile:Mobile Phone Bills,Mobile Phone,Mobile Phone,-739.98,2016,10,13
2016-10-13,Mobile:Mobile Phone Bills,Vodafone,Vodafone,-26.88,2016,10,13
2016-10-14,Shopping,Shopping,Shopping,-30.0,2016,10,14
2016-10-14,Mobile,Amazon,Amazon,-5.95,2016,10,14
2016-10-15,Self,Next,Next,-94.05,2016,10,15
2016-10-15,Sports & Recreation:Football,Football,Football,-8.0,2016,10,15
2016-10-15,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,10,15
2016-10-15,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,10,15
2016-10-15,Mobile,Amazon,Amazon,-3.99,2016,10,15
2016-10-16,Gifts:June,Phone Cover,Phone Cover,-17.96,2016,10,16
2016-10-17,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,970.0,2016,10,17
2016-10-17,Travel:Bus,Bus,Bus,-1.6,2016,10,17
2016-10-17,Food:Take Away,KFC,KFC,-16.53,2016,10,17
2016-10-17,Food:Lunch,Lunch At Work,Lunch At Work,-5.4,2016,10,17
2016-10-17,Sports & Recreation:Ice Hockey,Ice Hockey,Ice Hockey,-38.0,2016,10,17
2016-10-17,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-830.0,2016,10,17
2016-10-17,Transfer (Outward),Transfer to Nationwide Credit Card,Transfer to Nationwide Credit Card,-970.0,2016,10,17
2016-10-17,Transfer (Inward),Transfer from Savings Nationwide,Transfer from Savings Nationwide,830.0,2016,10,17
2016-10-17,Sports & Recreation:Ice Hockey,Hotel,Hotel,-21.48,2016,10,17
2016-10-17,Mobile,Amazon,Amazon,-5.99,2016,10,17
2016-10-17,Mobile,Amazon,Amazon,-3.99,2016,10,17
2016-10-17,Food:Take Away,Take Away,Take Away,-17.3,2016,10,17
2016-10-17,Mobile,Amazon,Amazon,-12.94,2016,10,17
2016-10-18,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,0.89,2016,10,18
2016-10-18,Food:Lunch,Lunch At Work,Lunch At Work,-11.0,2016,10,18
2016-10-18,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-0.89,2016,10,18
2016-10-18,Travel:Bus,Bus,Bus,-3.2,2016,10,18
2016-10-18,Insurance,Credit Expert,Credit Expert,-14.99,2016,10,18
2016-10-19,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,17.96,2016,10,19
2016-10-19,Food:Lunch,Lunch At Work,Lunch At Work,-4.29,2016,10,19
2016-10-19,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-17.96,2016,10,19
2016-10-19,Insurance:Life Insurance,L&G,L&G,-16.84,2016,10,19
2016-10-19,Travel:Bus,Bus,Bus,-1.6,2016,10,19
2016-10-19,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-41.77,2016,10,19
2016-10-20,Food:Lunch,Lunch At Work,Lunch At Work,-10.0,2016,10,20
2016-10-20,Income,Salary,Salary,3185.31,2016,10,20
2016-10-20,Travel:Bus,Bus,Bus,-3.2,2016,10,20
2016-10-22,Transfer (Outward),Transfer to Cash,Transfer to Cash,-100.0,2016,10,22
2016-10-22,Restaurant,Wedding,Wedding,-65.0,2016,10,22
2016-10-22,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,100.0,2016,10,22
2016-10-22,Sports & Recreation:Football,Football,Football,-9.0,2016,10,22
2016-10-23,Food:Take Away,Take Away,Take Away,-18.5,2016,10,23
2016-10-24,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-150.0,2016,10,24
2016-10-24,Shopping,Shopping,Shopping,-13.0,2016,10,24
2016-10-24,Travel:Bus,Bus,Bus,-3.2,2016,10,24
2016-10-24,Food,Restaurants,Restaurants,-72.4,2016,10,24
2016-10-24,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,10,24
2016-10-24,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,10,24
2016-10-24,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,150.0,2016,10,24
2016-10-25,Food:Lunch,Lunch At Work,Lunch At Work,-4.6,2016,10,25
2016-10-25,Transfer (Outward),Transfer to Cash,Transfer to Cash,-100.0,2016,10,25
2016-10-25,Gifts:Liam,MacDonald S,MacDonald S,-12.0,2016,10,25
2016-10-25,Gifts:Liam,Amazon,Amazon,-22.99,2016,10,25
2016-10-25,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,100.0,2016,10,25
2016-10-25,Gifts:Liam,Liams Birthday,Liams Birthday,-100.0,2016,10,25
2016-10-26,Mobile,Google Play,Google Play,-2.28,2016,10,26
2016-10-26,Self,Foot Cream,Foot Cream,-5.5,2016,10,26
2016-10-26,Sports & Recreation:Ice Hockey,Ice Hockey,Ice Hockey,-37.4,2016,10,26
2016-10-26,Travel:Bus,Bus,Bus,-3.2,2016,10,26
2016-10-26,Sports & Recreation:Ice Hockey,Ice Hockey,Ice Hockey,-42.0,2016,10,26
2016-10-26,Food:Lunch,Lunch At Work,Lunch At Work,-5.4,2016,10,26
2016-10-27,Travel:Fuel,Petrol,Petrol,-47.52,2016,10,27
2016-10-27,Food:Lunch,Lunch At Work,Lunch At Work,-4.29,2016,10,27
2016-10-27,Travel:Bus,Bus,Bus,-3.2,2016,10,27
2016-10-28,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-3000.0,2016,10,28
2016-10-28,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,3000.0,2016,10,28
2016-10-28,Transfer (Outward),Transfer to Smile Current Account,Transfer to Smile Current Account,-150.0,2016,10,28
2016-10-28,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-2.28,2016,10,28
2016-10-28,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,150.0,2016,10,28
2016-10-28,Mobile:Mobile Phone Bills,EE,EE,-77.82,2016,10,28
2016-10-28,Gifts:June,Phone Cover,Phone Cover,-14.95,2016,10,28
2016-10-28,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,2.28,2016,10,28
2016-10-29,Sports & Recreation:Football,Football,Football,-9.4,2016,10,29
2016-10-29,Transfer (Outward),Transfer to Cash,Transfer to Cash,-100.0,2016,10,29
2016-10-29,Gifts:June,June,June,-20.0,2016,10,29
2016-10-29,Food:Take Away,Take Away,Take Away,-16.8,2016,10,29
2016-10-29,Food:Lunch,Lunch,Lunch,-5.0,2016,10,29
2016-10-29,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,100.0,2016,10,29
2016-10-29,Car,Car Wash,Car Wash,-6.0,2016,10,29
2016-10-30,Gifts:Liam,Spotify,Spotify,-9.99,2016,10,30
2016-10-30,Bank:Bank Charges,Bank Interest,Bank Interest,2.47,2016,10,30
2016-10-30,Sports & Recreation:Ice Hockey,Ice Hockey,Ice Hockey,-12.0,2016,10,30
2016-10-30,Bank:Bank Charges,Nationwide Subscription,Nationwide Subscription,-10.0,2016,10,30
2016-10-31,Food:Lunch,Lunch At Work,Lunch At Work,-5.04,2016,10,31
2016-10-31,Food:Take Away,Take Away,Take Away,-11.4,2016,10,31
2016-10-31,Travel:Bus,Bus,Bus,-1.6,2016,10,31
2016-11-01,Household:TV,TV Licence,TV Licence,-12.12,2016,11,1
2016-11-01,Gifts:Liam,Go Henry,Go Henry,-60.0,2016,11,1
2016-11-01,Household:Maintenance,Scottish Gas,Scottish Gas,-18.54,2016,11,1
2016-11-01,Sports & Recreation:Gym,Gym,Gym,-74.1,2016,11,1
2016-11-01,Household:Mortgage,Mortgage Express,Mortgage Express,-799.13,2016,11,1
2016-11-01,Car:Car Loan,RCI,RCI,-285.55,2016,11,1
2016-11-02,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,14.95,2016,11,2
2016-11-02,Food:Lunch,Lunch At Work,Lunch At Work,-5.4,2016,11,2
2016-11-02,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-14.95,2016,11,2
2016-11-02,Travel:Bus,Bus,Bus,-1.6,2016,11,2
2016-11-03,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,9.99,2016,11,3
2016-11-03,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-41.96,2016,11,3
2016-11-03,Travel:Bus,Bus,Bus,-3.2,2016,11,3
2016-11-03,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-9.99,2016,11,3
2016-11-03,Food:Lunch,Lunch At Work,Lunch At Work,-4.29,2016,11,3
2016-11-03,Household:Phone &  Broadband,BT,BT,-92.73,2016,11,3
2016-11-04,Gifts:Liam,Liam,Liam,-20.0,2016,11,4
2016-11-04,Gifts:Liam,Liam,Liam,375.0,2016,11,4
2016-11-04,Gifts:June,Amazon Book,Amazon Book,-7.19,2016,11,4
2016-11-04,Food:Take Away,Take Away,Take Away,-14.4,2016,11,4
2016-11-04,Gifts:Liam,Curry's Dixons,Curry's Dixons,-499.99,2016,11,4
2016-11-04,Shopping,Shopping Asda,Shopping Asda,-2.7,2016,11,4
2016-11-05,Gifts:Liam,Mobile Fun,Mobile Fun,-16.98,2016,11,5
2016-11-05,Shopping,Shopping Asda,Shopping Asda,-3.0,2016,11,5
2016-11-05,Food:Take Away,Take Away,Take Away,-23.0,2016,11,5
2016-11-06,Household:Maintenance,Homebase,Homebase,-10.99,2016,11,6
2016-11-07,Household:Gas & Electricity,Extra Energy,Extra Energy,-68.0,2016,11,7
2016-11-07,Travel:Bus,Bus,Bus,-3.2,2016,11,7
2016-11-07,Gifts:June,Amazon - General,Amazon - General,-34.99,2016,11,7
2016-11-07,Food:Lunch,Lunch At Work,Lunch At Work,-5.4,2016,11,7
2016-11-07,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-5.0,2016,11,7
2016-11-07,Travel:Fuel,Petrol,Petrol,-42.62,2016,11,7
2016-11-07,Household:Council Tax,South Lanarkshire Council,South Lanarkshire Council,-220.0,2016,11,7
2016-11-07,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,5.0,2016,11,7
2016-11-07,Household:Mortgage,Mortgage Express,Mortgage Express,-200.0,2016,11,7
2016-11-09,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,16.98,2016,11,9
2016-11-09,Food:Lunch,Lunch At Work,Lunch At Work,-8.0,2016,11,9
2016-11-09,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-16.98,2016,11,9
2016-11-09,Computer,1and1 Internet,1and1 Internet,-17.53,2016,11,9
2016-11-09,Travel:Bus,Bus,Bus,-3.2,2016,11,9
2016-11-10,Travel:Fuel,Petrol,Petrol,-38.53,2016,11,10
2016-11-10,Travel:Bus,Bus,Bus,-3.2,2016,11,10
2016-11-10,Food:Lunch,Lunch At Work,Lunch At Work,-8.0,2016,11,10
2016-11-11,Investment,ADVFN,ADVFN,-8.06,2016,11,11
2016-11-12,Gifts:June,Soufle,Soufle,-75.0,2016,11,12
2016-11-12,Sports & Recreation:Ice Hockey,Ice Hockey,Ice Hockey,-18.0,2016,11,12
2016-11-12,Bank:Interest,Credit Card Interest,Credit Card Interest,-0.24,2016,11,12
2016-11-12,Shopping,Shopping,Shopping,-16.0,2016,11,12
2016-11-13,Food:Take Away,Take Away,Take Away,-17.0,2016,11,13
2016-11-14,Vacation,Ramanda,Ramanda,-93.5,2016,11,14
2016-11-14,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,17.53,2016,11,14
2016-11-14,Food:Take Away,Take Away,Take Away,-6.5,2016,11,14
2016-11-14,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-17.53,2016,11,14
2016-11-14,Shopping,Shopping Asda,Shopping Asda,-2.5,2016,11,14
2016-11-14,Food:Lunch,Lunch,Lunch,-13.0,2016,11,14
2016-11-15,Travel:Fuel,Petrol,Petrol,-39.31,2016,11,15
2016-11-15,Shopping,Shopping,Shopping,-15.2,2016,11,15
2016-11-15,Transfer (Outward),Transfer to Nationwide Credit Card,Transfer to Nationwide Credit Card,-540.0,2016,11,15
2016-11-15,Shopping,Shopping,Shopping,-12.0,2016,11,15
2016-11-15,Mobile:Mobile Phone Bills,Vodafone,Vodafone,-11.75,2016,11,15
2016-11-15,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,540.0,2016,11,15
2016-11-16,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,75.0,2016,11,16
2016-11-16,Shopping,Shopping,Shopping,-8.0,2016,11,16
2016-11-16,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-75.0,2016,11,16
2016-11-16,Travel:Fuel,Sainsbury Petrol,Sainsbury Petrol,-46.29,2016,11,16
2016-11-18,Others,Teleflowers,Teleflowers,-30.0,2016,11,18
2016-11-18,Insurance,Credit Expert,Credit Expert,-14.99,2016,11,18
2016-11-18,Shopping,Shopping,Shopping,-20.0,2016,11,18
2016-11-19,Insurance:Life Insurance,L&G,L&G,-16.84,2016,11,19
2016-11-19,Food:Take Away,Take Away,Take Away,-21.0,2016,11,19
2016-11-19,Sports & Recreation:Football,Football,Football,-8.0,2016,11,19
2016-11-20,Income,Salary,Salary,3184.9,2016,11,20
2016-11-21,Food:Lunch,Lunch At Work,Lunch At Work,-5.5,2016,11,21
2016-11-22,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,30.0,2016,11,22
2016-11-22,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-30.0,2016,11,22
2016-11-23,Transfer (Outward),Transfer to Smile Current Account,Transfer to Smile Current Account,-75.0,2016,11,23
2016-11-23,Travel:Bus,Bus,Bus,-3.2,2016,11,23
2016-11-23,Transfer (Inward),Transfer from Savings Nationwide,Transfer from Savings Nationwide,100.0,2016,11,23
2016-11-23,Gifts:June,June,June,-500.0,2016,11,23
2016-11-23,Food:Lunch,Lunch At Work,Lunch At Work,-6.09,2016,11,23
2016-11-23,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-100.0,2016,11,23
2016-11-23,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,75.0,2016,11,23
2016-11-24,Travel:Fuel,Petrol,Petrol,-43.77,2016,11,24
2016-11-24,Transfer (Outward),Transfer to Nationwide,Transfer to Nationwide,-2500.0,2016,11,24
2016-11-24,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,2500.0,2016,11,24
2016-11-24,Food:Take Away,Take Away,Take Away,-11.5,2016,11,24
2016-11-24,Shopping,Shopping,Shopping,-3.9,2016,11,24
2016-11-24,Food:Lunch,Lunch At Work,Lunch At Work,-4.29,2016,11,24
2016-11-24,Travel:Bus,Bus,Bus,-3.2,2016,11,24
2016-11-25,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,11,25
2016-11-25,Shopping,Shopping,Shopping,-12.85,2016,11,25
2016-11-25,Food:Take Away,Take Away,Take Away,-20.6,2016,11,25
2016-11-25,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,11,25
2016-11-25,Food:Lunch,Lunch At Work,Lunch At Work,-4.2,2016,11,25
2016-11-26,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,11,26
2016-11-26,Shopping,Shopping,Shopping,-9.0,2016,11,26
2016-11-26,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,11,26
2016-11-26,Travel,Car,Car,-8.5,2016,11,26
2016-11-26,Sports & Recreation:Football,Football,Football,-21.4,2016,11,26
2016-11-27,Car,Car Wash,Car Wash,-6.0,2016,11,27
2016-11-28,Transfer (Inward),Transfer from BoS Current Account,Transfer from BoS Current Account,150.0,2016,11,28
2016-11-28,Transfer (Outward),Transfer to Smile Current Account,Transfer to Smile Current Account,-150.0,2016,11,28
2016-11-28,Mobile:Mobile Phone Bills,EE,EE,-63.91,2016,11,28
2016-11-28,Food:Lunch,Lunch At Work,Lunch At Work,-2.55,2016,11,28
2016-11-28,Restaurant,Isle Of Sky,Isle Of Sky,-54.33,2016,11,28
2016-11-28,Travel:Bus,Bus,Bus,-3.2,2016,11,28
2016-11-28,Gifts:June,June,June,250.0,2016,11,28
2016-11-28,Travel:Fuel,Petrol,Petrol,-44.65,2016,11,28
2016-11-29,Food:Take Away,Takeaway,Takeaway,-13.5,2016,11,29
2016-11-30,Gifts:Liam,Spotify,Spotify,-9.99,2016,11,30
2016-11-30,Bank:Bank Charges,Bank Interest,Bank Interest,3.0,2016,11,30
2016-11-30,Food:Lunch,Lunch At Work,Lunch At Work,-6.1,2016,11,30
2016-11-30,Bank:Bank Charges,Nationwide Subscription,Nationwide Subscription,-10.0,2016,11,30
2016-11-30,Travel:Bus,Bus,Bus,-3.2,2016,11,30
2016-12-01,Household:TV,TV Licence,TV Licence,-12.12,2016,12,1
2016-12-01,Sports & Recreation:Gym,Gym,Gym,-74.1,2016,12,1
2016-12-01,Household:Maintenance,Scottish Gas,Scottish Gas,-18.54,2016,12,1
2016-12-01,Gifts:Liam,Go Henry,Go Henry,-60.0,2016,12,1
2016-12-01,Household:Mortgage,Mortgage Express,Mortgage Express,-799.13,2016,12,1
2016-12-01,Car:Car Loan,RCI,RCI,-285.55,2016,12,1
2016-12-02,Gifts:June,June,June,20.0,2016,12,2
2016-12-02,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,100.0,2016,12,2
2016-12-02,Transfer (Outward),Transfer to Smile Current Account,Transfer to Smile Current Account,-100.0,2016,12,2
2016-12-02,Household:Maintenance,Newton Property,Newton Property,-366.84,2016,12,2
2016-12-02,Food:Lunch,Scoobys,Scoobys,-4.29,2016,12,2
2016-12-02,Gifts:June,June,June,250.0,2016,12,2
2016-12-03,Gifts:June,Hot Water Bottle,Hot Water Bottle,-21.98,2016,12,3
2016-12-03,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,12,3
2016-12-03,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,12,3
2016-12-03,Sports & Recreation:Football,Football,Football,-14.0,2016,12,3
2016-12-03,Travel:Fuel,Petrol,Petrol,-44.84,2016,12,3
2016-12-03,Household:Maintenance,Ikea,Ikea,-19.0,2016,12,3
2016-12-04,Gifts:Liam,Liam,Liam,-20.0,2016,12,4
2016-12-04,Food:Lunch,Takeaway,Takeaway,-12.85,2016,12,4
2016-12-05,Transfer (Outward),Transfer to Sainsburys Credit Card,Transfer to Sainsburys Credit Card,-5.0,2016,12,5
2016-12-05,Food:Lunch,Lunch At Work,Lunch At Work,-5.69,2016,12,5
2016-12-05,Household:Gas & Electricity,Extra Energy,Extra Energy,-68.0,2016,12,5
2016-12-05,Travel:Bus,Bus,Bus,-3.2,2016,12,5
2016-12-05,Household:Mortgage,Mortgage Express,Mortgage Express,-200.0,2016,12,5
2016-12-05,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,5.0,2016,12,5
2016-12-06,Car,Car Wash,Car Wash,-6.0,2016,12,6
2016-12-06,Household:Phone &  Broadband,BT,BT,-92.73,2016,12,6
2016-12-07,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,1.97,2016,12,7
2016-12-07,Food:Lunch,Lunch At Work,Lunch At Work,-8.0,2016,12,7
2016-12-07,Transfer (Outward),Transfer to PayPal,Transfer to PayPal,-1.97,2016,12,7
2016-12-07,Travel:Bus,Bus,Bus,-3.2,2016,12,7
2016-12-07,Household:Maintenance,Homebase,Homebase,-30.83,2016,12,7
2016-12-07,Food:Lunch,Lunch At Work,Lunch At Work,-9.14,2016,12,7
2016-12-07,Household:Council Tax,South Lanarkshire Council,South Lanarkshire Council,-220.0,2016,12,7
2016-12-08,Travel:Fuel,Petrol,Petrol,-46.73,2016,12,8
2016-12-10,Transfer (Inward),Transfer from Nationwide,Transfer from Nationwide,50.0,2016,12,10
2016-12-10,Transfer (Outward),Transfer to Cash,Transfer to Cash,-50.0,2016,12,10
2016-12-10,Sports & Recreation:Football,Football,Football,-8.5,2016,12,10
2016-12-10,Shopping,Shopping Asda,Shopping Asda,-5.15,2016,12,10
2016-12-11,Investment,ADVFN,ADVFN,-8.06,2016,12,11
2016-12-12,Income,Salary,Salary,2955.3,2016,12,12
2016-12-12,Gifts:June,Amazon,Amazon,-52.42,2016,12,12
2016-12-12,Income,Bonus,Bonus,2106.21,2016,12,12
2016-12-12,Food:Take Away,Take Away,Take Away,-12.5,2016,12,12
2016-12-13,Gifts:Liam,Amazon,Amazon,-3.85,2016,12,13
